strategy,target,guessCount,duration,success
linear,2182,2182,1,TRUE
quadProb,2182,3001,0,FALSE
randSampling,1909,1672,1,TRUE
linear,1909,1909,1,TRUE
quadProb,1909,3001,0,FALSE
randSampling,1262,2480,1,TRUE
linear,1262,1262,5,TRUE
quadProb,1262,3001,0,FALSE
randSampling,900,1765,1,TRUE
linear,900,900,1,TRUE
quadProb,900,3001,0,FALSE
randSampling,1260,133,2,TRUE
linear,1260,1260,1,TRUE
quadProb,1260,3001,0,FALSE
randSampling,1698,962,1,TRUE
linear,1698,1698,2,TRUE
quadProb,1698,160,1,TRUE
randSampling,2682,1217,1,TRUE
linear,2682,2682,1,TRUE
quadProb,2682,3001,0,FALSE
randSampling,1515,523,3,TRUE
linear,1515,1515,5,TRUE
quadProb,1515,3001,0,FALSE
randSampling,1374,1312,1,TRUE
linear,1374,1374,1,TRUE
quadProb,1374,3001,0,FALSE
randSampling,2567,2989,1,TRUE
linear,2567,2567,2,TRUE
quadProb,2567,3001,0,FALSE
randSampling,996,1201,1,TRUE
linear,996,996,2,TRUE
quadProb,996,3001,0,FALSE
randSampling,2023,155,2,TRUE
linear,2023,2023,1,TRUE
quadProb,2023,3001,0,FALSE
randSampling,1040,2948,1,TRUE
linear,1040,1040,1,TRUE
quadProb,1040,3001,0,FALSE
randSampling,816,2448,1,TRUE
linear,816,816,1,TRUE
quadProb,816,3001,0,FALSE
randSampling,2427,898,1,TRUE
linear,2427,2427,1,TRUE
quadProb,2427,3001,0,FALSE
randSampling,1872,2121,2,TRUE
linear,1872,1872,1,TRUE
quadProb,1872,3001,0,FALSE
randSampling,307,710,1,TRUE
linear,307,307,1,TRUE
quadProb,307,3001,0,FALSE
randSampling,1676,1800,1,TRUE
linear,1676,1676,4,TRUE
quadProb,1676,3001,0,FALSE
randSampling,267,865,1,TRUE
linear,267,267,1,TRUE
quadProb,267,219,1,TRUE
randSampling,1885,2085,1,TRUE
linear,1885,1885,0,TRUE
quadProb,1885,3001,0,FALSE
randSampling,1725,209,1,TRUE
linear,1725,1725,1,TRUE
quadProb,1725,3001,0,FALSE
randSampling,1922,2299,1,TRUE
linear,1922,1922,1,TRUE
quadProb,1922,3001,0,FALSE
randSampling,2893,1321,1,TRUE
linear,2893,2893,1,TRUE
quadProb,2893,3001,0,FALSE
randSampling,2112,1833,1,TRUE
linear,2112,2112,1,TRUE
quadProb,2112,3001,0,FALSE
randSampling,2447,603,1,TRUE
linear,2447,2447,5,TRUE
quadProb,2447,3001,0,FALSE
randSampling,430,376,2,TRUE
linear,430,430,1,TRUE
quadProb,430,3001,0,FALSE
randSampling,2720,185,1,TRUE
linear,2720,2720,1,TRUE
quadProb,2720,3001,0,FALSE
randSampling,1722,1632,1,TRUE
linear,1722,1722,1,TRUE
quadProb,1722,68,1,TRUE
randSampling,415,2611,2,TRUE
linear,415,415,1,TRUE
quadProb,415,375,1,TRUE
randSampling,1437,1798,1,TRUE
linear,1437,1437,1,TRUE
quadProb,1437,3001,0,FALSE
randSampling,2497,347,1,TRUE
linear,2497,2497,1,TRUE
quadProb,2497,3001,0,FALSE
randSampling,2323,2491,3,TRUE
linear,2323,2323,2,TRUE
quadProb,2323,3001,0,FALSE
randSampling,175,1708,1,TRUE
linear,175,175,1,TRUE
quadProb,175,709,1,TRUE
randSampling,1068,1772,1,TRUE
linear,1068,1068,1,TRUE
quadProb,1068,3001,0,FALSE
randSampling,1718,2265,1,TRUE
linear,1718,1718,1,TRUE
quadProb,1718,3001,0,FALSE
randSampling,2967,2581,1,TRUE
linear,2967,2967,1,TRUE
quadProb,2967,3001,0,FALSE
randSampling,1863,2278,1,TRUE
linear,1863,1863,1,TRUE
quadProb,1863,387,5,TRUE
randSampling,1791,1127,1,TRUE
linear,1791,1791,1,TRUE
quadProb,1791,310,1,TRUE
randSampling,2484,1954,1,TRUE
linear,2484,2484,2,TRUE
quadProb,2484,3001,0,FALSE
randSampling,1318,2897,1,TRUE
linear,1318,1318,1,TRUE
quadProb,1318,3001,0,FALSE
randSampling,2070,1044,1,TRUE
linear,2070,2070,1,TRUE
quadProb,2070,3001,0,FALSE
randSampling,1301,461,1,TRUE
linear,1301,1301,4,TRUE
quadProb,1301,3001,0,FALSE
randSampling,1736,2553,1,TRUE
linear,1736,1736,1,TRUE
quadProb,1736,3001,0,FALSE
randSampling,295,1342,1,TRUE
linear,295,295,1,TRUE
quadProb,295,3001,0,FALSE
randSampling,2902,2161,1,TRUE
linear,2902,2902,1,TRUE
quadProb,2902,3001,0,FALSE
randSampling,2669,1184,1,TRUE
linear,2669,2669,0,TRUE
quadProb,2669,3001,0,FALSE
randSampling,2910,1125,1,TRUE
linear,2910,2910,1,TRUE
quadProb,2910,3001,0,FALSE
randSampling,2456,2372,1,TRUE
linear,2456,2456,1,TRUE
quadProb,2456,3001,0,FALSE
randSampling,1349,1800,1,TRUE
linear,1349,1349,1,TRUE
quadProb,1349,3001,0,FALSE
randSampling,2854,1393,1,TRUE
linear,2854,2854,1,TRUE
quadProb,2854,3001,0,FALSE
randSampling,2605,2217,1,TRUE
linear,2605,2605,1,TRUE
quadProb,2605,3001,0,FALSE
randSampling,2174,913,1,TRUE
linear,2174,2174,1,TRUE
quadProb,2174,3001,0,FALSE
randSampling,2384,2127,1,TRUE
linear,2384,2384,0,TRUE
quadProb,2384,315,1,TRUE
randSampling,2371,2403,4,TRUE
linear,2371,2371,0,TRUE
quadProb,2371,3001,0,FALSE
randSampling,522,2893,1,TRUE
linear,522,522,1,TRUE
quadProb,522,3001,0,FALSE
randSampling,1009,2635,1,TRUE
linear,1009,1009,1,TRUE
quadProb,1009,3001,0,FALSE
randSampling,1072,1399,1,TRUE
linear,1072,1072,0,TRUE
quadProb,1072,3001,0,FALSE
randSampling,1281,2495,2,TRUE
linear,1281,1281,1,TRUE
quadProb,1281,3001,0,FALSE
randSampling,2784,2524,1,TRUE
linear,2784,2784,1,TRUE
quadProb,2784,3001,0,FALSE
randSampling,224,2736,1,TRUE
linear,224,224,1,TRUE
quadProb,224,3001,0,FALSE
randSampling,1945,1750,1,TRUE
linear,1945,1945,1,TRUE
quadProb,1945,3001,0,FALSE
randSampling,2834,2274,1,TRUE
linear,2834,2834,2,TRUE
quadProb,2834,3001,0,FALSE
randSampling,1237,2359,1,TRUE
linear,1237,1237,1,TRUE
quadProb,1237,3001,0,FALSE
randSampling,1357,1125,1,TRUE
linear,1357,1357,1,TRUE
quadProb,1357,3001,0,FALSE
randSampling,923,2136,1,TRUE
linear,923,923,4,TRUE
quadProb,923,3001,0,FALSE
randSampling,2315,1027,1,TRUE
linear,2315,2315,1,TRUE
quadProb,2315,3001,0,FALSE
randSampling,653,1415,1,TRUE
linear,653,653,1,TRUE
quadProb,653,48,1,TRUE
randSampling,2177,2616,1,TRUE
linear,2177,2177,1,TRUE
quadProb,2177,3001,0,FALSE
randSampling,2631,274,1,TRUE
linear,2631,2631,1,TRUE
quadProb,2631,3001,0,FALSE
randSampling,2973,2562,1,TRUE
linear,2973,2973,1,TRUE
quadProb,2973,3001,0,FALSE
randSampling,1754,2122,1,TRUE
linear,1754,1754,4,TRUE
quadProb,1754,3001,0,FALSE
randSampling,961,789,1,TRUE
linear,961,961,2,TRUE
quadProb,961,3001,0,FALSE
randSampling,2449,1886,1,TRUE
linear,2449,2449,1,TRUE
quadProb,2449,3001,0,FALSE
randSampling,1125,844,1,TRUE
linear,1125,1125,1,TRUE
quadProb,1125,315,1,TRUE
randSampling,263,31,3,TRUE
linear,263,263,1,TRUE
quadProb,263,3001,0,FALSE
randSampling,754,78,1,TRUE
linear,754,754,4,TRUE
quadProb,754,3001,0,FALSE
randSampling,263,1143,1,TRUE
linear,263,263,1,TRUE
quadProb,263,3001,0,FALSE
randSampling,2635,2685,1,TRUE
linear,2635,2635,1,TRUE
quadProb,2635,3001,0,FALSE
randSampling,1456,1795,1,TRUE
linear,1456,1456,1,TRUE
quadProb,1456,3001,0,FALSE
randSampling,1636,633,1,TRUE
linear,1636,1636,1,TRUE
quadProb,1636,3001,0,FALSE
randSampling,643,901,1,TRUE
linear,643,643,2,TRUE
quadProb,643,3001,0,FALSE
randSampling,662,1267,1,TRUE
linear,662,662,2,TRUE
quadProb,662,3001,0,FALSE
randSampling,216,1864,1,TRUE
linear,216,216,1,TRUE
quadProb,216,3001,0,FALSE
randSampling,2881,2148,1,TRUE
linear,2881,2881,1,TRUE
quadProb,2881,3001,0,FALSE
randSampling,2092,1053,1,TRUE
linear,2092,2092,1,TRUE
quadProb,2092,3001,0,FALSE
randSampling,2286,1530,2,TRUE
linear,2286,2286,1,TRUE
quadProb,2286,40,1,TRUE
randSampling,420,1169,7,TRUE
linear,420,420,1,TRUE
quadProb,420,3001,0,FALSE
randSampling,366,2376,2,TRUE
linear,366,366,3,TRUE
quadProb,366,3001,0,FALSE
randSampling,2772,2825,1,TRUE
linear,2772,2772,1,TRUE
quadProb,2772,3001,0,FALSE
randSampling,95,1911,1,TRUE
linear,95,95,1,TRUE
quadProb,95,3001,0,FALSE
randSampling,1698,1282,1,TRUE
linear,1698,1698,1,TRUE
quadProb,1698,3001,0,FALSE
randSampling,992,2898,1,TRUE
linear,992,992,1,TRUE
quadProb,992,3001,0,FALSE
randSampling,2352,2171,1,TRUE
linear,2352,2352,2,TRUE
quadProb,2352,3001,0,FALSE
randSampling,1120,1248,1,TRUE
linear,1120,1120,1,TRUE
quadProb,1120,3001,0,FALSE
randSampling,206,2758,1,TRUE
linear,206,206,1,TRUE
quadProb,206,3001,0,FALSE
randSampling,2288,1199,2,TRUE
linear,2288,2288,1,TRUE
quadProb,2288,3001,0,FALSE
randSampling,511,2371,1,TRUE
linear,511,511,1,TRUE
quadProb,511,3001,0,FALSE
randSampling,1281,117,1,TRUE
linear,1281,1281,1,TRUE
quadProb,1281,3001,0,FALSE
randSampling,2764,2541,1,TRUE
linear,2764,2764,5,TRUE
quadProb,2764,3001,0,FALSE
randSampling,2045,1711,1,TRUE
linear,2045,2045,1,TRUE
quadProb,2045,375,1,TRUE
randSampling,42,2977,1,TRUE
linear,42,42,1,TRUE
quadProb,42,3001,0,FALSE
randSampling,2225,915,1,TRUE
linear,2225,2225,1,TRUE
quadProb,2225,3001,0,FALSE
randSampling,1305,1267,1,TRUE
linear,1305,1305,1,TRUE
quadProb,1305,3001,0,FALSE
randSampling,1152,2371,1,TRUE
linear,1152,1152,1,TRUE
quadProb,1152,3001,0,FALSE
randSampling,2123,1153,1,TRUE
linear,2123,2123,1,TRUE
quadProb,2123,80,1,TRUE
randSampling,1415,1615,1,TRUE
linear,1415,1415,1,TRUE
quadProb,1415,3001,0,FALSE
randSampling,2933,2380,1,TRUE
linear,2933,2933,1,TRUE
quadProb,2933,3001,0,FALSE
randSampling,1340,1059,1,TRUE
linear,1340,1340,1,TRUE
quadProb,1340,3001,0,FALSE
randSampling,660,1013,1,TRUE
linear,660,660,1,TRUE
quadProb,660,3001,0,FALSE
randSampling,1381,2884,1,TRUE
linear,1381,1381,1,TRUE
quadProb,1381,3001,0,FALSE
randSampling,1989,462,1,TRUE
linear,1989,1989,2,TRUE
quadProb,1989,489,2,TRUE
randSampling,2209,568,1,TRUE
linear,2209,2209,1,TRUE
quadProb,2209,3001,0,FALSE
randSampling,2664,2503,1,TRUE
linear,2664,2664,1,TRUE
quadProb,2664,3001,0,FALSE
randSampling,2633,2048,1,TRUE
linear,2633,2633,1,TRUE
quadProb,2633,3001,0,FALSE
randSampling,2722,2762,1,TRUE
linear,2722,2722,1,TRUE
quadProb,2722,3001,0,FALSE
randSampling,373,1535,1,TRUE
linear,373,373,1,TRUE
quadProb,373,3001,0,FALSE
randSampling,106,196,1,TRUE
linear,106,106,1,TRUE
quadProb,106,3001,0,FALSE
randSampling,2046,815,1,TRUE
linear,2046,2046,1,TRUE
quadProb,2046,3001,0,FALSE
randSampling,41,707,1,TRUE
linear,41,41,1,TRUE
quadProb,41,3001,0,FALSE
randSampling,159,1740,2,TRUE
linear,159,159,1,TRUE
quadProb,159,3001,0,FALSE
randSampling,938,1859,1,TRUE
linear,938,938,1,TRUE
quadProb,938,3001,0,FALSE
randSampling,2046,2648,1,TRUE
linear,2046,2046,1,TRUE
quadProb,2046,3001,0,FALSE
randSampling,1558,2536,4,TRUE
linear,1558,1558,1,TRUE
quadProb,1558,3001,0,FALSE
randSampling,2940,1345,1,TRUE
linear,2940,2940,1,TRUE
quadProb,2940,3001,0,FALSE
randSampling,1498,1690,1,TRUE
linear,1498,1498,2,TRUE
quadProb,1498,3001,0,FALSE
randSampling,2050,1644,1,TRUE
linear,2050,2050,1,TRUE
quadProb,2050,3001,0,FALSE
randSampling,1356,1539,1,TRUE
linear,1356,1356,1,TRUE
quadProb,1356,3001,0,FALSE
randSampling,2711,323,1,TRUE
linear,2711,2711,1,TRUE
quadProb,2711,3001,0,FALSE
randSampling,473,1824,1,TRUE
linear,473,473,1,TRUE
quadProb,473,3001,0,FALSE
randSampling,1209,1044,1,TRUE
linear,1209,1209,1,TRUE
quadProb,1209,3001,0,FALSE
randSampling,1766,1087,2,TRUE
linear,1766,1766,1,TRUE
quadProb,1766,3001,0,FALSE
randSampling,2826,1376,1,TRUE
linear,2826,2826,1,TRUE
quadProb,2826,3001,0,FALSE
randSampling,835,2475,1,TRUE
linear,835,835,1,TRUE
quadProb,835,3001,0,FALSE
randSampling,2977,1277,1,TRUE
linear,2977,2977,5,TRUE
quadProb,2977,3001,0,FALSE
randSampling,699,1942,1,TRUE
linear,699,699,1,TRUE
quadProb,699,3001,0,FALSE
randSampling,1027,2323,1,TRUE
linear,1027,1027,1,TRUE
quadProb,1027,3001,0,FALSE
randSampling,635,154,1,TRUE
linear,635,635,1,TRUE
quadProb,635,3001,0,FALSE
randSampling,1181,1145,1,TRUE
linear,1181,1181,1,TRUE
quadProb,1181,3001,0,FALSE
randSampling,1544,1432,1,TRUE
linear,1544,1544,1,TRUE
quadProb,1544,3001,0,FALSE
randSampling,157,408,5,TRUE
linear,157,157,1,TRUE
quadProb,157,3001,0,FALSE
randSampling,834,1794,1,TRUE
linear,834,834,1,TRUE
quadProb,834,3001,0,FALSE
randSampling,1556,2298,1,TRUE
linear,1556,1556,1,TRUE
quadProb,1556,3001,0,FALSE
randSampling,2083,2550,1,TRUE
linear,2083,2083,2,TRUE
quadProb,2083,3001,0,FALSE
randSampling,417,406,1,TRUE
linear,417,417,1,TRUE
quadProb,417,3001,0,FALSE
randSampling,99,2174,1,TRUE
linear,99,99,2,TRUE
quadProb,99,3001,0,FALSE
randSampling,131,2164,1,TRUE
linear,131,131,1,TRUE
quadProb,131,607,1,TRUE
randSampling,2990,1472,1,TRUE
linear,2990,2990,1,TRUE
quadProb,2990,3001,0,FALSE
randSampling,1593,2738,1,TRUE
linear,1593,1593,2,TRUE
quadProb,1593,3001,0,FALSE
randSampling,2316,2393,1,TRUE
linear,2316,2316,1,TRUE
quadProb,2316,3001,0,FALSE
randSampling,225,1716,1,TRUE
linear,225,225,1,TRUE
quadProb,225,3001,0,FALSE
randSampling,2731,889,1,TRUE
linear,2731,2731,1,TRUE
quadProb,2731,3001,0,FALSE
randSampling,1903,1094,1,TRUE
linear,1903,1903,1,TRUE
quadProb,1903,3001,0,FALSE
randSampling,933,2402,1,TRUE
linear,933,933,1,TRUE
quadProb,933,3001,0,FALSE
randSampling,2391,637,1,TRUE
linear,2391,2391,1,TRUE
quadProb,2391,3001,0,FALSE
randSampling,1707,850,5,TRUE
linear,1707,1707,1,TRUE
quadProb,1707,3001,0,FALSE
randSampling,2131,2922,1,TRUE
linear,2131,2131,1,TRUE
quadProb,2131,3001,0,FALSE
randSampling,1076,1344,1,TRUE
linear,1076,1076,1,TRUE
quadProb,1076,3001,0,FALSE
randSampling,1860,30,1,TRUE
linear,1860,1860,1,TRUE
quadProb,1860,3001,0,FALSE
randSampling,457,1826,1,TRUE
linear,457,457,1,TRUE
quadProb,457,33,1,TRUE
randSampling,2130,156,1,TRUE
linear,2130,2130,1,TRUE
quadProb,2130,3001,0,FALSE
randSampling,1045,426,1,TRUE
linear,1045,1045,1,TRUE
quadProb,1045,3001,0,FALSE
randSampling,2165,596,1,TRUE
linear,2165,2165,1,TRUE
quadProb,2165,3001,0,FALSE
randSampling,1707,285,1,TRUE
linear,1707,1707,1,TRUE
quadProb,1707,3001,0,FALSE
randSampling,1906,1223,1,TRUE
linear,1906,1906,1,TRUE
quadProb,1906,3001,0,FALSE
randSampling,750,1204,1,TRUE
linear,750,750,1,TRUE
quadProb,750,3001,0,FALSE
randSampling,576,2805,3,TRUE
linear,576,576,4,TRUE
quadProb,576,3001,0,FALSE
randSampling,900,1510,1,TRUE
linear,900,900,1,TRUE
quadProb,900,3001,0,FALSE
randSampling,1553,2129,3,TRUE
linear,1553,1553,2,TRUE
quadProb,1553,3001,0,FALSE
randSampling,507,159,2,TRUE
linear,507,507,1,TRUE
quadProb,507,3001,0,FALSE
randSampling,987,1537,1,TRUE
linear,987,987,7,TRUE
quadProb,987,3001,0,FALSE
randSampling,1192,423,1,TRUE
linear,1192,1192,1,TRUE
quadProb,1192,3001,0,FALSE
randSampling,1117,1101,2,TRUE
linear,1117,1117,1,TRUE
quadProb,1117,3001,0,FALSE
randSampling,1026,2346,2,TRUE
linear,1026,1026,1,TRUE
quadProb,1026,3001,0,FALSE
randSampling,2729,998,1,TRUE
linear,2729,2729,4,TRUE
quadProb,2729,3001,0,FALSE
randSampling,2558,1299,1,TRUE
linear,2558,2558,1,TRUE
quadProb,2558,3001,0,FALSE
randSampling,19,710,1,TRUE
linear,19,19,1,TRUE
quadProb,19,3001,0,FALSE
randSampling,2804,1824,1,TRUE
linear,2804,2804,1,TRUE
quadProb,2804,3001,0,FALSE
randSampling,1839,939,1,TRUE
linear,1839,1839,1,TRUE
quadProb,1839,3001,0,FALSE
randSampling,1898,147,1,TRUE
linear,1898,1898,4,TRUE
quadProb,1898,3001,0,FALSE
randSampling,169,2884,1,TRUE
linear,169,169,1,TRUE
quadProb,169,3001,0,FALSE
randSampling,2281,1440,1,TRUE
linear,2281,2281,1,TRUE
quadProb,2281,33,3,TRUE
randSampling,230,2164,1,TRUE
linear,230,230,1,TRUE
quadProb,230,3001,0,FALSE
randSampling,483,1521,1,TRUE
linear,483,483,1,TRUE
quadProb,483,3001,0,FALSE
randSampling,1027,2461,1,TRUE
linear,1027,1027,5,TRUE
quadProb,1027,3001,0,FALSE
randSampling,279,1682,1,TRUE
linear,279,279,1,TRUE
quadProb,279,3001,0,FALSE
randSampling,952,2727,1,TRUE
linear,952,952,1,TRUE
quadProb,952,3001,0,FALSE
randSampling,826,2998,1,TRUE
linear,826,826,1,TRUE
quadProb,826,3001,0,FALSE
randSampling,1143,1234,1,TRUE
linear,1143,1143,1,TRUE
quadProb,1143,3001,0,FALSE
randSampling,2352,1722,1,TRUE
linear,2352,2352,1,TRUE
quadProb,2352,3001,0,FALSE
randSampling,1758,1196,1,TRUE
linear,1758,1758,1,TRUE
quadProb,1758,3001,0,FALSE
randSampling,2389,1341,1,TRUE
linear,2389,2389,1,TRUE
quadProb,2389,3001,0,FALSE
randSampling,2678,2842,5,TRUE
linear,2678,2678,1,TRUE
quadProb,2678,3001,0,FALSE
randSampling,2863,2440,1,TRUE
linear,2863,2863,1,TRUE
quadProb,2863,3001,0,FALSE
randSampling,2469,314,1,TRUE
linear,2469,2469,1,TRUE
quadProb,2469,21,4,TRUE
randSampling,2680,1405,1,TRUE
linear,2680,2680,1,TRUE
quadProb,2680,3001,0,FALSE
randSampling,840,2047,1,TRUE
linear,840,840,1,TRUE
quadProb,840,3001,0,FALSE
randSampling,1161,158,1,TRUE
linear,1161,1161,1,TRUE
quadProb,1161,120,1,TRUE
randSampling,2311,1760,1,TRUE
linear,2311,2311,1,TRUE
quadProb,2311,3001,0,FALSE
randSampling,2149,394,1,TRUE
linear,2149,2149,1,TRUE
quadProb,2149,88,1,TRUE
randSampling,150,2554,1,TRUE
linear,150,150,4,TRUE
quadProb,150,3001,0,FALSE
randSampling,729,512,1,TRUE
linear,729,729,1,TRUE
quadProb,729,3001,0,FALSE
randSampling,1166,152,1,TRUE
linear,1166,1166,1,TRUE
quadProb,1166,3001,0,FALSE
randSampling,353,961,1,TRUE
linear,353,353,1,TRUE
quadProb,353,3001,0,FALSE
randSampling,1629,500,1,TRUE
linear,1629,1629,1,TRUE
quadProb,1629,3001,0,FALSE
randSampling,1182,2333,1,TRUE
linear,1182,1182,1,TRUE
quadProb,1182,3001,0,FALSE
randSampling,2286,480,1,TRUE
linear,2286,2286,4,TRUE
quadProb,2286,3001,0,FALSE
randSampling,1549,2598,1,TRUE
linear,1549,1549,1,TRUE
quadProb,1549,3001,0,FALSE
randSampling,117,2703,1,TRUE
linear,117,117,1,TRUE
quadProb,117,3001,0,FALSE
randSampling,2662,2236,1,TRUE
linear,2662,2662,1,TRUE
quadProb,2662,3001,0,FALSE
randSampling,663,608,2,TRUE
linear,663,663,1,TRUE
quadProb,663,3001,0,FALSE
randSampling,2313,2211,2,TRUE
linear,2313,2313,3,TRUE
quadProb,2313,3001,0,FALSE
randSampling,2786,1977,1,TRUE
linear,2786,2786,1,TRUE
quadProb,2786,3001,0,FALSE
randSampling,789,1640,1,TRUE
linear,789,789,1,TRUE
quadProb,789,3001,0,FALSE
randSampling,1430,717,1,TRUE
linear,1430,1430,1,TRUE
quadProb,1430,3001,0,FALSE
randSampling,1170,2596,1,TRUE
linear,1170,1170,1,TRUE
quadProb,1170,149,1,TRUE
randSampling,2233,568,1,TRUE
linear,2233,2233,1,TRUE
quadProb,2233,3001,0,FALSE
randSampling,2918,1899,1,TRUE
linear,2918,2918,1,TRUE
quadProb,2918,3001,0,FALSE
randSampling,2403,2869,8,TRUE
linear,2403,2403,2,TRUE
quadProb,2403,3001,0,FALSE
randSampling,1343,186,2,TRUE
linear,1343,1343,1,TRUE
quadProb,1343,3001,0,FALSE
randSampling,339,2530,2,TRUE
linear,339,339,2,TRUE
quadProb,339,3001,0,FALSE
randSampling,998,616,1,TRUE
linear,998,998,1,TRUE
quadProb,998,3001,0,FALSE
randSampling,2172,2465,1,TRUE
linear,2172,2172,1,TRUE
quadProb,2172,3001,0,FALSE
randSampling,205,2154,2,TRUE
linear,205,205,1,TRUE
quadProb,205,3001,0,FALSE
randSampling,2325,1674,1,TRUE
linear,2325,2325,2,TRUE
quadProb,2325,3001,0,FALSE
randSampling,2151,1207,1,TRUE
linear,2151,2151,0,TRUE
quadProb,2151,114,1,TRUE
randSampling,2602,2013,1,TRUE
linear,2602,2602,1,TRUE
quadProb,2602,3001,0,FALSE
randSampling,435,2137,1,TRUE
linear,435,435,6,TRUE
quadProb,435,3001,0,FALSE
randSampling,1537,1216,1,TRUE
linear,1537,1537,1,TRUE
quadProb,1537,158,1,TRUE
randSampling,1787,950,1,TRUE
linear,1787,1787,0,TRUE
quadProb,1787,3001,0,FALSE
randSampling,177,1633,1,TRUE
linear,177,177,1,TRUE
quadProb,177,3001,0,FALSE
randSampling,1280,1431,1,TRUE
linear,1280,1280,1,TRUE
quadProb,1280,3001,0,FALSE
randSampling,2029,374,1,TRUE
linear,2029,2029,1,TRUE
quadProb,2029,3001,0,FALSE
randSampling,178,1963,4,TRUE
linear,178,178,1,TRUE
quadProb,178,3001,0,FALSE
randSampling,2700,2581,1,TRUE
linear,2700,2700,1,TRUE
quadProb,2700,3001,0,FALSE
randSampling,1562,2462,1,TRUE
linear,1562,1562,1,TRUE
quadProb,1562,3001,0,FALSE
randSampling,2443,1302,1,TRUE
linear,2443,2443,1,TRUE
quadProb,2443,3001,0,FALSE
randSampling,477,2350,1,TRUE
linear,477,477,1,TRUE
quadProb,477,3001,0,FALSE
randSampling,1430,2395,1,TRUE
linear,1430,1430,4,TRUE
quadProb,1430,3001,0,FALSE
randSampling,2776,1608,2,TRUE
linear,2776,2776,1,TRUE
quadProb,2776,3001,0,FALSE
randSampling,1036,2418,2,TRUE
linear,1036,1036,1,TRUE
quadProb,1036,3001,0,FALSE
randSampling,2769,1877,2,TRUE
linear,2769,2769,1,TRUE
quadProb,2769,3001,0,FALSE
randSampling,1714,1972,1,TRUE
linear,1714,1714,2,TRUE
quadProb,1714,123,1,TRUE
randSampling,2771,1911,1,TRUE
linear,2771,2771,1,TRUE
quadProb,2771,3001,0,FALSE
randSampling,1399,2277,1,TRUE
linear,1399,1399,2,TRUE
quadProb,1399,3001,0,FALSE
randSampling,1135,98,1,TRUE
linear,1135,1135,1,TRUE
quadProb,1135,3001,0,FALSE
randSampling,629,2271,5,TRUE
linear,629,629,1,TRUE
quadProb,629,3001,0,FALSE
randSampling,2983,1846,2,TRUE
linear,2983,2983,1,TRUE
quadProb,2983,3001,0,FALSE
randSampling,2732,552,1,TRUE
linear,2732,2732,1,TRUE
quadProb,2732,3001,0,FALSE
randSampling,1668,1003,1,TRUE
linear,1668,1668,1,TRUE
quadProb,1668,495,1,TRUE
randSampling,2332,1744,2,TRUE
linear,2332,2332,1,TRUE
quadProb,2332,3001,0,FALSE
randSampling,2457,1664,1,TRUE
linear,2457,2457,1,TRUE
quadProb,2457,3001,0,FALSE
randSampling,1033,1936,1,TRUE
linear,1033,1033,1,TRUE
quadProb,1033,3001,0,FALSE
randSampling,1535,412,1,TRUE
linear,1535,1535,1,TRUE
quadProb,1535,51,1,TRUE
randSampling,530,2525,1,TRUE
linear,530,530,5,TRUE
quadProb,530,92,1,TRUE
randSampling,486,2191,1,TRUE
linear,486,486,1,TRUE
quadProb,486,3001,0,FALSE
randSampling,2638,1702,1,TRUE
linear,2638,2638,1,TRUE
quadProb,2638,3001,0,FALSE
randSampling,2333,696,2,TRUE
linear,2333,2333,1,TRUE
quadProb,2333,3001,0,FALSE
randSampling,1166,1680,1,TRUE
linear,1166,1166,1,TRUE
quadProb,1166,3001,0,FALSE
randSampling,1878,1577,4,TRUE
linear,1878,1878,1,TRUE
quadProb,1878,3001,0,FALSE
randSampling,2126,719,1,TRUE
linear,2126,2126,1,TRUE
quadProb,2126,3001,0,FALSE
randSampling,2049,1804,1,TRUE
linear,2049,2049,1,TRUE
quadProb,2049,3001,0,FALSE
randSampling,486,1348,1,TRUE
linear,486,486,1,TRUE
quadProb,486,3001,0,FALSE
randSampling,2203,1284,1,TRUE
linear,2203,2203,0,TRUE
quadProb,2203,3001,0,FALSE
randSampling,1403,527,1,TRUE
linear,1403,1403,1,TRUE
quadProb,1403,17,4,TRUE
randSampling,2206,1834,1,TRUE
linear,2206,2206,1,TRUE
quadProb,2206,3001,0,FALSE
randSampling,469,1225,1,TRUE
linear,469,469,0,TRUE
quadProb,469,3001,0,FALSE
randSampling,1158,790,1,TRUE
linear,1158,1158,3,TRUE
quadProb,1158,3001,0,FALSE
randSampling,2704,2782,1,TRUE
linear,2704,2704,1,TRUE
quadProb,2704,3001,0,FALSE
randSampling,2132,1014,1,TRUE
linear,2132,2132,1,TRUE
quadProb,2132,3001,0,FALSE
randSampling,405,1347,1,TRUE
linear,405,405,1,TRUE
quadProb,405,3001,0,FALSE
randSampling,97,2569,1,TRUE
linear,97,97,2,TRUE
quadProb,97,3001,0,FALSE
randSampling,1862,2299,2,TRUE
linear,1862,1862,1,TRUE
quadProb,1862,3001,0,FALSE
randSampling,831,495,1,TRUE
linear,831,831,1,TRUE
quadProb,831,3001,0,FALSE
randSampling,222,91,2,TRUE
linear,222,222,4,TRUE
quadProb,222,3001,0,FALSE
randSampling,1783,2018,1,TRUE
linear,1783,1783,1,TRUE
quadProb,1783,3001,0,FALSE
randSampling,111,2027,1,TRUE
linear,111,111,1,TRUE
quadProb,111,3001,0,FALSE
randSampling,2150,242,1,TRUE
linear,2150,2150,2,TRUE
quadProb,2150,3001,0,FALSE
randSampling,2371,1654,1,TRUE
