strategy,target,guessCount,duration,success
linear,941,941,1,TRUE
quadProb,941,3001,0,FALSE
randSampling,726,2822,1,TRUE
linear,726,726,1,TRUE
quadProb,726,3001,0,FALSE
randSampling,1080,132,1,TRUE
linear,1080,1080,1,TRUE
quadProb,1080,3001,0,FALSE
randSampling,2414,949,1,TRUE
linear,2414,2414,1,TRUE
quadProb,2414,3001,0,FALSE
randSampling,1482,1932,4,TRUE
linear,1482,1482,1,TRUE
quadProb,1482,3001,0,FALSE
randSampling,2282,1721,1,TRUE
linear,2282,2282,1,TRUE
quadProb,2282,3001,0,FALSE
randSampling,2715,2339,1,TRUE
linear,2715,2715,3,TRUE
quadProb,2715,3001,0,FALSE
randSampling,419,677,1,TRUE
linear,419,419,0,TRUE
quadProb,419,12,1,TRUE
randSampling,1913,1048,1,TRUE
linear,1913,1913,1,TRUE
quadProb,1913,3001,0,FALSE
randSampling,1536,2236,1,TRUE
linear,1536,1536,5,TRUE
quadProb,1536,3001,0,FALSE
randSampling,216,266,1,TRUE
linear,216,216,1,TRUE
quadProb,216,3001,0,FALSE
randSampling,1929,1071,1,TRUE
linear,1929,1929,1,TRUE
quadProb,1929,3001,0,FALSE
randSampling,1731,1769,1,TRUE
linear,1731,1731,1,TRUE
quadProb,1731,3001,0,FALSE
randSampling,2367,867,1,TRUE
linear,2367,2367,2,TRUE
quadProb,2367,3001,0,FALSE
randSampling,1835,1167,1,TRUE
linear,1835,1835,1,TRUE
quadProb,1835,3001,0,FALSE
randSampling,2714,791,1,TRUE
linear,2714,2714,1,TRUE
quadProb,2714,14,1,TRUE
randSampling,1397,647,1,TRUE
linear,1397,1397,1,TRUE
quadProb,1397,3001,0,FALSE
randSampling,2898,2347,1,TRUE
linear,2898,2898,1,TRUE
quadProb,2898,3001,0,FALSE
randSampling,1653,326,1,TRUE
linear,1653,1653,1,TRUE
quadProb,1653,3001,0,FALSE
randSampling,1317,2618,2,TRUE
linear,1317,1317,1,TRUE
quadProb,1317,3001,0,FALSE
randSampling,1317,1890,1,TRUE
linear,1317,1317,3,TRUE
quadProb,1317,3001,0,FALSE
randSampling,1490,2390,1,TRUE
linear,1490,1490,1,TRUE
quadProb,1490,3001,0,FALSE
randSampling,1542,2679,1,TRUE
linear,1542,1542,1,TRUE
quadProb,1542,3001,0,FALSE
randSampling,282,1559,1,TRUE
linear,282,282,1,TRUE
quadProb,282,3001,0,FALSE
randSampling,2542,2933,2,TRUE
linear,2542,2542,1,TRUE
quadProb,2542,3001,0,FALSE
randSampling,2655,1361,1,TRUE
linear,2655,2655,5,TRUE
quadProb,2655,3001,0,FALSE
randSampling,2559,255,1,TRUE
linear,2559,2559,1,TRUE
quadProb,2559,3001,0,FALSE
randSampling,2253,965,1,TRUE
linear,2253,2253,1,TRUE
quadProb,2253,164,2,TRUE
randSampling,602,2880,2,TRUE
linear,602,602,1,TRUE
quadProb,602,3001,0,FALSE
randSampling,1425,1715,1,TRUE
linear,1425,1425,1,TRUE
quadProb,1425,3001,0,FALSE
randSampling,424,348,5,TRUE
linear,424,424,1,TRUE
quadProb,424,3001,0,FALSE
randSampling,2523,2949,1,TRUE
linear,2523,2523,1,TRUE
quadProb,2523,3001,0,FALSE
randSampling,2310,993,1,TRUE
linear,2310,2310,1,TRUE
quadProb,2310,3001,0,FALSE
randSampling,2618,1501,1,TRUE
linear,2618,2618,1,TRUE
quadProb,2618,3001,0,FALSE
randSampling,388,142,1,TRUE
linear,388,388,1,TRUE
quadProb,388,3001,0,FALSE
randSampling,2706,1112,1,TRUE
linear,2706,2706,1,TRUE
quadProb,2706,3001,0,FALSE
randSampling,2159,500,1,TRUE
linear,2159,2159,1,TRUE
quadProb,2159,3001,0,FALSE
randSampling,322,426,1,TRUE
linear,322,322,0,TRUE
quadProb,322,3001,0,FALSE
randSampling,1218,124,1,TRUE
linear,1218,1218,1,TRUE
quadProb,1218,238,1,TRUE
randSampling,772,1592,1,TRUE
linear,772,772,1,TRUE
quadProb,772,3001,0,FALSE
randSampling,1280,1471,1,TRUE
linear,1280,1280,0,TRUE
quadProb,1280,3001,0,FALSE
randSampling,2881,2454,1,TRUE
linear,2881,2881,1,TRUE
quadProb,2881,3001,0,FALSE
randSampling,1735,613,1,TRUE
linear,1735,1735,1,TRUE
quadProb,1735,3001,0,FALSE
randSampling,38,2257,1,TRUE
linear,38,38,4,TRUE
quadProb,38,3001,0,FALSE
randSampling,966,2134,1,TRUE
linear,966,966,1,TRUE
quadProb,966,3001,0,FALSE
randSampling,1199,2105,1,TRUE
linear,1199,1199,1,TRUE
quadProb,1199,3001,0,FALSE
randSampling,1839,777,1,TRUE
linear,1839,1839,1,TRUE
quadProb,1839,3001,0,FALSE
randSampling,1882,2357,1,TRUE
linear,1882,1882,1,TRUE
quadProb,1882,3001,0,FALSE
randSampling,1682,2063,1,TRUE
linear,1682,1682,1,TRUE
quadProb,1682,3001,0,FALSE
randSampling,611,2968,1,TRUE
linear,611,611,1,TRUE
quadProb,611,3001,0,FALSE
randSampling,2067,2719,1,TRUE
linear,2067,2067,5,TRUE
quadProb,2067,3001,0,FALSE
randSampling,1995,1312,1,TRUE
linear,1995,1995,0,TRUE
quadProb,1995,3001,0,FALSE
randSampling,1632,2054,2,TRUE
linear,1632,1632,1,TRUE
quadProb,1632,3001,0,FALSE
randSampling,1673,2449,1,TRUE
linear,1673,1673,1,TRUE
quadProb,1673,3001,0,FALSE
randSampling,465,1363,2,TRUE
linear,465,465,2,TRUE
quadProb,465,595,1,TRUE
randSampling,2125,287,6,TRUE
linear,2125,2125,2,TRUE
quadProb,2125,3001,0,FALSE
randSampling,2102,2889,2,TRUE
linear,2102,2102,3,TRUE
quadProb,2102,3001,0,FALSE
randSampling,1506,216,2,TRUE
linear,1506,1506,1,TRUE
quadProb,1506,3001,0,FALSE
randSampling,1151,574,2,TRUE
linear,1151,1151,5,TRUE
quadProb,1151,3001,0,FALSE
randSampling,1063,2020,1,TRUE
linear,1063,1063,1,TRUE
quadProb,1063,3001,0,FALSE
randSampling,2116,2874,1,TRUE
linear,2116,2116,2,TRUE
quadProb,2116,3001,0,FALSE
randSampling,50,2131,2,TRUE
linear,50,50,2,TRUE
quadProb,50,3001,0,FALSE
randSampling,628,2173,1,TRUE
linear,628,628,3,TRUE
quadProb,628,3001,0,FALSE
randSampling,1838,2146,1,TRUE
linear,1838,1838,1,TRUE
quadProb,1838,3001,0,FALSE
randSampling,367,270,1,TRUE
linear,367,367,1,TRUE
quadProb,367,3001,0,FALSE
randSampling,2879,1871,1,TRUE
linear,2879,2879,1,TRUE
quadProb,2879,3001,0,FALSE
randSampling,741,1752,1,TRUE
linear,741,741,1,TRUE
quadProb,741,3001,0,FALSE
randSampling,2603,2165,1,TRUE
linear,2603,2603,0,TRUE
quadProb,2603,3001,0,FALSE
randSampling,870,2367,4,TRUE
linear,870,870,1,TRUE
quadProb,870,3001,0,FALSE
randSampling,1783,2904,1,TRUE
linear,1783,1783,1,TRUE
quadProb,1783,3001,0,FALSE
randSampling,709,991,1,TRUE
linear,709,709,1,TRUE
quadProb,709,3001,0,FALSE
randSampling,685,141,1,TRUE
linear,685,685,1,TRUE
quadProb,685,58,1,TRUE
randSampling,1168,204,1,TRUE
linear,1168,1168,1,TRUE
quadProb,1168,3001,0,FALSE
randSampling,1394,1590,1,TRUE
linear,1394,1394,4,TRUE
quadProb,1394,3001,0,FALSE
randSampling,1861,2985,1,TRUE
linear,1861,1861,1,TRUE
quadProb,1861,3001,0,FALSE
randSampling,1844,2736,1,TRUE
linear,1844,1844,1,TRUE
quadProb,1844,3001,0,FALSE
randSampling,1560,2585,1,TRUE
linear,1560,1560,1,TRUE
quadProb,1560,3001,0,FALSE
randSampling,1676,2862,1,TRUE
linear,1676,1676,0,TRUE
quadProb,1676,363,1,TRUE
randSampling,1530,1693,1,TRUE
linear,1530,1530,1,TRUE
quadProb,1530,3001,0,FALSE
randSampling,1883,1611,5,TRUE
linear,1883,1883,1,TRUE
quadProb,1883,3001,0,FALSE
randSampling,2206,1508,1,TRUE
linear,2206,2206,1,TRUE
quadProb,2206,3001,0,FALSE
randSampling,2266,2542,1,TRUE
linear,2266,2266,1,TRUE
quadProb,2266,3001,0,FALSE
randSampling,1152,1085,1,TRUE
linear,1152,1152,1,TRUE
quadProb,1152,3001,0,FALSE
randSampling,451,2019,1,TRUE
linear,451,451,0,TRUE
quadProb,451,3001,0,FALSE
randSampling,961,335,1,TRUE
linear,961,961,1,TRUE
quadProb,961,3001,0,FALSE
randSampling,2350,1647,1,TRUE
linear,2350,2350,2,TRUE
quadProb,2350,3001,0,FALSE
randSampling,2770,2884,1,TRUE
linear,2770,2770,1,TRUE
quadProb,2770,3001,0,FALSE
randSampling,772,1299,1,TRUE
linear,772,772,1,TRUE
quadProb,772,3001,0,FALSE
randSampling,249,2501,1,TRUE
linear,249,249,1,TRUE
quadProb,249,3001,0,FALSE
randSampling,1593,678,1,TRUE
linear,1593,1593,5,TRUE
quadProb,1593,3001,0,FALSE
randSampling,2926,567,1,TRUE
linear,2926,2926,1,TRUE
quadProb,2926,3001,0,FALSE
randSampling,1098,189,1,TRUE
linear,1098,1098,1,TRUE
quadProb,1098,3001,0,FALSE
randSampling,2387,2351,1,TRUE
linear,2387,2387,1,TRUE
quadProb,2387,3001,0,FALSE
randSampling,2161,2761,1,TRUE
linear,2161,2161,1,TRUE
quadProb,2161,3001,0,FALSE
randSampling,1146,2727,1,TRUE
linear,1146,1146,1,TRUE
quadProb,1146,3001,0,FALSE
randSampling,1811,144,1,TRUE
linear,1811,1811,1,TRUE
quadProb,1811,133,1,TRUE
randSampling,940,2045,1,TRUE
linear,940,940,1,TRUE
quadProb,940,3001,0,FALSE
randSampling,2550,1725,1,TRUE
linear,2550,2550,1,TRUE
quadProb,2550,3001,0,FALSE
randSampling,1645,1844,1,TRUE
linear,1645,1645,1,TRUE
quadProb,1645,3001,0,FALSE
randSampling,2579,2638,1,TRUE
linear,2579,2579,1,TRUE
quadProb,2579,3001,0,FALSE
randSampling,2554,2335,1,TRUE
linear,2554,2554,1,TRUE
quadProb,2554,3001,0,FALSE
randSampling,2075,1528,1,TRUE
linear,2075,2075,5,TRUE
quadProb,2075,3001,0,FALSE
randSampling,1990,1043,1,TRUE
linear,1990,1990,1,TRUE
quadProb,1990,3001,0,FALSE
randSampling,2744,1776,1,TRUE
linear,2744,2744,1,TRUE
quadProb,2744,3001,0,FALSE
randSampling,480,281,1,TRUE
linear,480,480,0,TRUE
quadProb,480,3001,0,FALSE
randSampling,894,1189,1,TRUE
linear,894,894,1,TRUE
quadProb,894,3001,0,FALSE
randSampling,1394,2871,1,TRUE
linear,1394,1394,1,TRUE
quadProb,1394,3001,0,FALSE
randSampling,2592,2995,1,TRUE
linear,2592,2592,1,TRUE
quadProb,2592,3001,0,FALSE
randSampling,840,1520,1,TRUE
linear,840,840,1,TRUE
quadProb,840,3001,0,FALSE
randSampling,1049,293,1,TRUE
linear,1049,1049,1,TRUE
quadProb,1049,3001,0,FALSE
randSampling,297,1123,1,TRUE
linear,297,297,4,TRUE
quadProb,297,3001,0,FALSE
randSampling,2247,810,1,TRUE
linear,2247,2247,1,TRUE
quadProb,2247,3001,0,FALSE
randSampling,1069,2519,1,TRUE
linear,1069,1069,1,TRUE
quadProb,1069,3001,0,FALSE
randSampling,761,168,1,TRUE
linear,761,761,1,TRUE
quadProb,761,3001,0,FALSE
randSampling,849,2307,1,TRUE
linear,849,849,1,TRUE
quadProb,849,3001,0,FALSE
randSampling,691,33,1,TRUE
linear,691,691,0,TRUE
quadProb,691,3001,0,FALSE
randSampling,624,1875,2,TRUE
linear,624,624,3,TRUE
quadProb,624,3001,0,FALSE
randSampling,398,61,1,TRUE
linear,398,398,1,TRUE
quadProb,398,3001,0,FALSE
randSampling,2265,2587,1,TRUE
linear,2265,2265,1,TRUE
quadProb,2265,3001,0,FALSE
randSampling,1385,761,2,TRUE
linear,1385,1385,2,TRUE
quadProb,1385,3001,0,FALSE
randSampling,2771,1658,2,TRUE
linear,2771,2771,1,TRUE
quadProb,2771,3001,0,FALSE
randSampling,1366,2737,6,TRUE
linear,1366,1366,2,TRUE
quadProb,1366,3001,0,FALSE
randSampling,2994,1856,1,TRUE
linear,2994,2994,1,TRUE
quadProb,2994,3001,0,FALSE
randSampling,225,2385,1,TRUE
linear,225,225,2,TRUE
quadProb,225,3001,0,FALSE
randSampling,2762,1071,1,TRUE
linear,2762,2762,1,TRUE
quadProb,2762,495,1,TRUE
randSampling,2983,2587,1,TRUE
linear,2983,2983,6,TRUE
quadProb,2983,3001,0,FALSE
randSampling,121,1308,2,TRUE
linear,121,121,1,TRUE
quadProb,121,3001,0,FALSE
randSampling,1624,1849,2,TRUE
linear,1624,1624,3,TRUE
quadProb,1624,3001,0,FALSE
randSampling,643,2739,1,TRUE
linear,643,643,1,TRUE
quadProb,643,3001,0,FALSE
randSampling,1743,1757,3,TRUE
linear,1743,1743,3,TRUE
quadProb,1743,3001,0,FALSE
randSampling,354,202,2,TRUE
linear,354,354,1,TRUE
quadProb,354,3001,0,FALSE
randSampling,573,2792,2,TRUE
linear,573,573,1,TRUE
quadProb,573,114,1,TRUE
randSampling,331,103,2,TRUE
linear,331,331,1,TRUE
quadProb,331,3001,0,FALSE
randSampling,751,1213,1,TRUE
linear,751,751,1,TRUE
quadProb,751,625,1,TRUE
randSampling,44,2962,1,TRUE
linear,44,44,1,TRUE
quadProb,44,3001,0,FALSE
randSampling,589,1209,1,TRUE
linear,589,589,1,TRUE
quadProb,589,3001,0,FALSE
randSampling,2694,452,1,TRUE
linear,2694,2694,1,TRUE
quadProb,2694,3001,0,FALSE
randSampling,1995,2106,2,TRUE
linear,1995,1995,1,TRUE
quadProb,1995,3001,0,FALSE
randSampling,1966,89,1,TRUE
linear,1966,1966,4,TRUE
quadProb,1966,3001,0,FALSE
randSampling,1675,643,1,TRUE
linear,1675,1675,1,TRUE
quadProb,1675,3001,0,FALSE
randSampling,2866,2783,1,TRUE
linear,2866,2866,1,TRUE
quadProb,2866,3001,0,FALSE
randSampling,1166,2099,1,TRUE
linear,1166,1166,1,TRUE
quadProb,1166,3001,0,FALSE
randSampling,2763,833,1,TRUE
linear,2763,2763,1,TRUE
quadProb,2763,3001,0,FALSE
randSampling,2821,861,1,TRUE
linear,2821,2821,1,TRUE
quadProb,2821,3001,0,FALSE
randSampling,29,1902,1,TRUE
linear,29,29,4,TRUE
quadProb,29,3001,0,FALSE
randSampling,2247,2172,1,TRUE
linear,2247,2247,1,TRUE
quadProb,2247,3001,0,FALSE
randSampling,2792,2147,1,TRUE
linear,2792,2792,1,TRUE
quadProb,2792,3001,0,FALSE
randSampling,2436,1202,1,TRUE
linear,2436,2436,1,TRUE
quadProb,2436,3001,0,FALSE
randSampling,948,591,1,TRUE
linear,948,948,1,TRUE
quadProb,948,3001,0,FALSE
randSampling,273,1548,1,TRUE
linear,273,273,1,TRUE
quadProb,273,3001,0,FALSE
randSampling,645,800,3,TRUE
linear,645,645,1,TRUE
quadProb,645,3001,0,FALSE
randSampling,1910,2086,1,TRUE
linear,1910,1910,0,TRUE
quadProb,1910,3001,0,FALSE
randSampling,1883,2587,2,TRUE
linear,1883,1883,1,TRUE
quadProb,1883,3001,0,FALSE
randSampling,1971,2749,1,TRUE
linear,1971,1971,1,TRUE
quadProb,1971,3001,0,FALSE
randSampling,447,490,1,TRUE
linear,447,447,1,TRUE
quadProb,447,3001,0,FALSE
randSampling,2191,1856,5,TRUE
linear,2191,2191,2,TRUE
quadProb,2191,3001,0,FALSE
randSampling,2723,2035,2,TRUE
linear,2723,2723,1,TRUE
quadProb,2723,3001,0,FALSE
randSampling,1260,2612,1,TRUE
linear,1260,1260,1,TRUE
quadProb,1260,3001,0,FALSE
randSampling,2158,1439,2,TRUE
linear,2158,2158,1,TRUE
quadProb,2158,3001,0,FALSE
randSampling,1985,1827,1,TRUE
linear,1985,1985,1,TRUE
quadProb,1985,3001,0,FALSE
randSampling,1210,1174,1,TRUE
linear,1210,1210,1,TRUE
quadProb,1210,3001,0,FALSE
randSampling,2441,2277,5,TRUE
linear,2441,2441,1,TRUE
quadProb,2441,3001,0,FALSE
randSampling,141,443,1,TRUE
linear,141,141,1,TRUE
quadProb,141,3001,0,FALSE
randSampling,2639,1227,2,TRUE
linear,2639,2639,1,TRUE
quadProb,2639,3001,0,FALSE
randSampling,829,2451,1,TRUE
linear,829,829,1,TRUE
quadProb,829,91,0,TRUE
randSampling,822,2248,1,TRUE
linear,822,822,1,TRUE
quadProb,822,3001,0,FALSE
randSampling,398,430,5,TRUE
linear,398,398,1,TRUE
quadProb,398,3001,0,FALSE
randSampling,1634,1125,1,TRUE
linear,1634,1634,1,TRUE
quadProb,1634,3001,0,FALSE
randSampling,2639,2082,1,TRUE
linear,2639,2639,1,TRUE
quadProb,2639,3001,0,FALSE
randSampling,832,321,1,TRUE
linear,832,832,1,TRUE
quadProb,832,3001,0,FALSE
randSampling,71,1127,1,TRUE
linear,71,71,1,TRUE
quadProb,71,3001,0,FALSE
randSampling,2671,1626,5,TRUE
linear,2671,2671,1,TRUE
quadProb,2671,3001,0,FALSE
randSampling,1754,1822,1,TRUE
linear,1754,1754,1,TRUE
quadProb,1754,3001,0,FALSE
randSampling,642,2689,2,TRUE
linear,642,642,1,TRUE
quadProb,642,3001,0,FALSE
randSampling,760,949,1,TRUE
linear,760,760,1,TRUE
quadProb,760,3001,0,FALSE
randSampling,1674,661,1,TRUE
linear,1674,1674,1,TRUE
quadProb,1674,3001,0,FALSE
randSampling,686,872,1,TRUE
linear,686,686,1,TRUE
quadProb,686,3001,0,FALSE
randSampling,1628,596,1,TRUE
linear,1628,1628,1,TRUE
quadProb,1628,3001,0,FALSE
randSampling,2101,1123,1,TRUE
linear,2101,2101,1,TRUE
quadProb,2101,3001,0,FALSE
randSampling,1523,2705,1,TRUE
linear,1523,1523,1,TRUE
quadProb,1523,3001,0,FALSE
randSampling,622,2134,1,TRUE
linear,622,622,1,TRUE
quadProb,622,499,1,TRUE
randSampling,328,179,1,TRUE
linear,328,328,5,TRUE
quadProb,328,3001,0,FALSE
randSampling,2091,2568,2,TRUE
linear,2091,2091,1,TRUE
quadProb,2091,3001,0,FALSE
randSampling,2496,751,1,TRUE
linear,2496,2496,1,TRUE
quadProb,2496,3001,0,FALSE
randSampling,260,1746,1,TRUE
linear,260,260,1,TRUE
quadProb,260,3001,0,FALSE
randSampling,606,1660,1,TRUE
linear,606,606,1,TRUE
quadProb,606,3001,0,FALSE
randSampling,2009,660,1,TRUE
linear,2009,2009,5,TRUE
quadProb,2009,68,1,TRUE
randSampling,1299,1340,1,TRUE
linear,1299,1299,0,TRUE
quadProb,1299,3001,0,FALSE
randSampling,2738,1005,1,TRUE
linear,2738,2738,1,TRUE
quadProb,2738,3001,0,FALSE
randSampling,2584,862,1,TRUE
linear,2584,2584,1,TRUE
quadProb,2584,3001,0,FALSE
randSampling,2334,2121,1,TRUE
linear,2334,2334,1,TRUE
quadProb,2334,3001,0,FALSE
randSampling,2872,1442,1,TRUE
linear,2872,2872,1,TRUE
quadProb,2872,3001,0,FALSE
randSampling,787,2298,1,TRUE
linear,787,787,1,TRUE
quadProb,787,3001,0,FALSE
randSampling,436,1722,1,TRUE
linear,436,436,1,TRUE
quadProb,436,3001,0,FALSE
randSampling,385,2552,2,TRUE
linear,385,385,1,TRUE
quadProb,385,3001,0,FALSE
randSampling,1708,2925,1,TRUE
linear,1708,1708,1,TRUE
quadProb,1708,3001,0,FALSE
randSampling,76,221,1,TRUE
linear,76,76,1,TRUE
quadProb,76,3001,0,FALSE
randSampling,1037,1147,1,TRUE
linear,1037,1037,1,TRUE
quadProb,1037,3001,0,FALSE
randSampling,1517,1745,1,TRUE
linear,1517,1517,0,TRUE
quadProb,1517,565,1,TRUE
randSampling,1005,1566,1,TRUE
linear,1005,1005,1,TRUE
quadProb,1005,3001,0,FALSE
randSampling,1282,1280,1,TRUE
linear,1282,1282,1,TRUE
quadProb,1282,3001,0,FALSE
randSampling,1853,2577,1,TRUE
linear,1853,1853,1,TRUE
quadProb,1853,3001,0,FALSE
randSampling,2032,1862,2,TRUE
linear,2032,2032,1,TRUE
quadProb,2032,3001,0,FALSE
randSampling,2528,1570,2,TRUE
linear,2528,2528,1,TRUE
quadProb,2528,3001,0,FALSE
randSampling,2774,2049,1,TRUE
linear,2774,2774,1,TRUE
quadProb,2774,3001,0,FALSE
randSampling,120,2561,1,TRUE
linear,120,120,1,TRUE
quadProb,120,3001,0,FALSE
randSampling,2818,2480,2,TRUE
linear,2818,2818,2,TRUE
quadProb,2818,3001,0,FALSE
randSampling,1810,2212,1,TRUE
linear,1810,1810,1,TRUE
quadProb,1810,3001,0,FALSE
randSampling,230,2022,2,TRUE
linear,230,230,1,TRUE
quadProb,230,3001,0,FALSE
randSampling,201,753,5,TRUE
linear,201,201,1,TRUE
quadProb,201,3001,0,FALSE
randSampling,1244,2961,1,TRUE
linear,1244,1244,1,TRUE
quadProb,1244,3001,0,FALSE
randSampling,2598,1278,1,TRUE
linear,2598,2598,1,TRUE
quadProb,2598,3001,0,FALSE
randSampling,2072,284,1,TRUE
linear,2072,2072,1,TRUE
quadProb,2072,3001,0,FALSE
randSampling,494,1597,5,TRUE
linear,494,494,1,TRUE
quadProb,494,3001,0,FALSE
randSampling,650,218,1,TRUE
linear,650,650,1,TRUE
quadProb,650,3001,0,FALSE
randSampling,2523,1506,1,TRUE
linear,2523,2523,2,TRUE
quadProb,2523,3001,0,FALSE
randSampling,2443,756,1,TRUE
linear,2443,2443,1,TRUE
quadProb,2443,3001,0,FALSE
randSampling,403,2384,1,TRUE
linear,403,403,1,TRUE
quadProb,403,203,1,TRUE
randSampling,2659,1305,1,TRUE
linear,2659,2659,4,TRUE
quadProb,2659,3001,0,FALSE
randSampling,820,626,1,TRUE
linear,820,820,1,TRUE
quadProb,820,3001,0,FALSE
randSampling,2673,2141,1,TRUE
linear,2673,2673,1,TRUE
quadProb,2673,3001,0,FALSE
randSampling,2117,1643,1,TRUE
linear,2117,2117,1,TRUE
quadProb,2117,3001,0,FALSE
randSampling,1783,867,1,TRUE
linear,1783,1783,1,TRUE
quadProb,1783,3001,0,FALSE
randSampling,859,1348,1,TRUE
linear,859,859,5,TRUE
quadProb,859,3001,0,FALSE
randSampling,151,768,1,TRUE
linear,151,151,0,TRUE
quadProb,151,213,1,TRUE
randSampling,989,1320,1,TRUE
linear,989,989,1,TRUE
quadProb,989,3001,0,FALSE
randSampling,1620,2456,1,TRUE
linear,1620,1620,1,TRUE
quadProb,1620,255,1,TRUE
randSampling,807,2239,1,TRUE
linear,807,807,1,TRUE
quadProb,807,3001,0,FALSE
randSampling,1989,2958,1,TRUE
linear,1989,1989,4,TRUE
quadProb,1989,3001,0,FALSE
randSampling,1649,449,1,TRUE
linear,1649,1649,1,TRUE
quadProb,1649,3001,0,FALSE
randSampling,829,196,1,TRUE
linear,829,829,1,TRUE
quadProb,829,3001,0,FALSE
randSampling,1530,2528,1,TRUE
linear,1530,1530,1,TRUE
quadProb,1530,3001,0,FALSE
randSampling,1994,2517,1,TRUE
linear,1994,1994,1,TRUE
quadProb,1994,3001,0,FALSE
randSampling,2884,1311,1,TRUE
linear,2884,2884,1,TRUE
quadProb,2884,3001,0,FALSE
randSampling,1328,416,1,TRUE
linear,1328,1328,1,TRUE
quadProb,1328,3001,0,FALSE
randSampling,2345,941,1,TRUE
linear,2345,2345,1,TRUE
quadProb,2345,3001,0,FALSE
randSampling,368,1492,1,TRUE
linear,368,368,1,TRUE
quadProb,368,3001,0,FALSE
randSampling,179,1484,1,TRUE
linear,179,179,1,TRUE
quadProb,179,3001,0,FALSE
randSampling,550,2316,1,TRUE
linear,550,550,1,TRUE
quadProb,550,3001,0,FALSE
randSampling,2987,1208,1,TRUE
linear,2987,2987,1,TRUE
quadProb,2987,3001,0,FALSE
randSampling,1691,584,1,TRUE
linear,1691,1691,0,TRUE
quadProb,1691,3001,0,FALSE
randSampling,1266,215,1,TRUE
linear,1266,1266,1,TRUE
quadProb,1266,3001,0,FALSE
randSampling,821,1657,1,TRUE
linear,821,821,1,TRUE
quadProb,821,447,1,TRUE
randSampling,2983,2225,1,TRUE
linear,2983,2983,1,TRUE
quadProb,2983,3001,0,FALSE
randSampling,1478,105,1,TRUE
linear,1478,1478,1,TRUE
quadProb,1478,3001,0,FALSE
randSampling,550,2428,1,TRUE
linear,550,550,1,TRUE
quadProb,550,3001,0,FALSE
randSampling,1328,2564,1,TRUE
linear,1328,1328,1,TRUE
quadProb,1328,3001,0,FALSE
randSampling,56,2051,2,TRUE
linear,56,56,3,TRUE
quadProb,56,3001,0,FALSE
randSampling,2477,2004,2,TRUE
linear,2477,2477,1,TRUE
quadProb,2477,3001,0,FALSE
randSampling,130,2749,1,TRUE
linear,130,130,1,TRUE
quadProb,130,295,1,TRUE
randSampling,2486,576,1,TRUE
linear,2486,2486,1,TRUE
quadProb,2486,3001,0,FALSE
randSampling,2102,2489,1,TRUE
linear,2102,2102,1,TRUE
quadProb,2102,3001,0,FALSE
randSampling,2004,2926,1,TRUE
linear,2004,2004,1,TRUE
quadProb,2004,3001,0,FALSE
randSampling,579,1923,4,TRUE
linear,579,579,1,TRUE
quadProb,579,3001,0,FALSE
randSampling,2419,2405,1,TRUE
linear,2419,2419,1,TRUE
quadProb,2419,3001,0,FALSE
randSampling,328,1467,1,TRUE
linear,328,328,1,TRUE
quadProb,328,3001,0,FALSE
randSampling,916,2835,1,TRUE
linear,916,916,2,TRUE
quadProb,916,304,1,TRUE
randSampling,1582,1861,1,TRUE
linear,1582,1582,1,TRUE
quadProb,1582,3001,0,FALSE
randSampling,1835,2912,1,TRUE
linear,1835,1835,1,TRUE
quadProb,1835,3001,0,FALSE
randSampling,409,1513,2,TRUE
linear,409,409,3,TRUE
quadProb,409,3001,0,FALSE
randSampling,2934,1699,2,TRUE
linear,2934,2934,1,TRUE
quadProb,2934,3001,0,FALSE
randSampling,2396,631,1,TRUE
linear,2396,2396,1,TRUE
quadProb,2396,3001,0,FALSE
randSampling,212,1090,1,TRUE
linear,212,212,0,TRUE
quadProb,212,3001,0,FALSE
randSampling,2408,1516,1,TRUE
linear,2408,2408,1,TRUE
quadProb,2408,3001,0,FALSE
randSampling,2510,1788,1,TRUE
linear,2510,2510,1,TRUE
quadProb,2510,3001,0,FALSE
randSampling,1672,2143,1,TRUE
linear,1672,1672,1,TRUE
quadProb,1672,3001,0,FALSE
randSampling,2500,328,3,TRUE
linear,2500,2500,1,TRUE
quadProb,2500,3001,0,FALSE
randSampling,2079,1909,1,TRUE
linear,2079,2079,1,TRUE
quadProb,2079,3001,0,FALSE
randSampling,1950,1464,1,TRUE
linear,1950,1950,2,TRUE
quadProb,1950,3001,0,FALSE
randSampling,1152,2551,1,TRUE
linear,1152,1152,0,TRUE
quadProb,1152,3001,0,FALSE
randSampling,787,981,1,TRUE
linear,787,787,4,TRUE
quadProb,787,3001,0,FALSE
randSampling,1185,1231,1,TRUE
linear,1185,1185,1,TRUE
quadProb,1185,3001,0,FALSE
randSampling,2681,1927,1,TRUE
linear,2681,2681,1,TRUE
quadProb,2681,483,1,TRUE
randSampling,1154,2845,1,TRUE
linear,1154,1154,1,TRUE
quadProb,1154,3001,0,FALSE
randSampling,454,1603,1,TRUE
linear,454,454,1,TRUE
quadProb,454,3001,0,FALSE
randSampling,2861,1915,1,TRUE
linear,2861,2861,6,TRUE
quadProb,2861,3001,0,FALSE
randSampling,200,1554,1,TRUE
linear,200,200,1,TRUE
quadProb,200,364,1,TRUE
randSampling,577,1574,1,TRUE
linear,577,577,1,TRUE
quadProb,577,3001,0,FALSE
randSampling,2182,1724,1,TRUE
